name,unit,category,supplier
Rindsschulter GANZ,kg,NotDefined,NotDefined
Rindsschulternatl,kg,NotDefined,NotDefined
Rindsspitzrose,kg,NotDefined,NotDefined
Rindsstelze GANZ,kg,NotDefined,NotDefined
Rindstafelspitz,kg,NotDefined,NotDefined
Rindsviertel,kg,NotDefined,NotDefined
Rindswade,kg,NotDefined,NotDefined
Rindswange,kg,NotDefined,NotDefined
Rindszunge GEPÖKELT GEKOCHT,kg,NotDefined,NotDefined
Rindszunge GEPÖKELT ROH,kg,NotDefined,NotDefined
Risottoreis,kg,NotDefined,NotDefined
Risottoreis,kg,NotDefined,NotDefined
Risottoreis Arborio,kg,NotDefined,NotDefined
Roastbeef,kg,NotDefined,NotDefined
Roggenkörner,kg,NotDefined,NotDefined
Roggenmehl 0,kg,NotDefined,NotDefined
Roggenmehl 0,kg,NotDefined,NotDefined
Roggenmehl 1,kg,NotDefined,NotDefined
Roggenmehl 1,kg,NotDefined,NotDefined
Roggenmehl 2,kg,NotDefined,NotDefined
Roggenmehl 2,kg,NotDefined,NotDefined
Roggenmehl 3,kg,NotDefined,NotDefined
Roggenmehl 3,kg,NotDefined,NotDefined
Rohnen,kg,NotDefined,NotDefined
Rohnen,kg,NotDefined,NotDefined
Rohnen FRISCH,kg,NotDefined,NotDefined
Rohschinken,kg,NotDefined,NotDefined
Rollgerste,g,NotDefined,NotDefined
Romanesco,kg,NotDefined,NotDefined
Romanesco,kg,NotDefined,NotDefined
Roquefort,kg,NotDefined,NotDefined
Rosa del Golfo Rosato,l,NotDefined,NotDefined
Rosenkohl,kg,NotDefined,NotDefined
Rosenkohl,kg,NotDefined,NotDefined
Rosenmuskateller,l,NotDefined,NotDefined
Rosinen,g,NotDefined,NotDefined
Rosinen,kg,NotDefined,NotDefined
Rosmarin FRISCH,kg,NotDefined,NotDefined
Rosmarin GETROCKNET,g,NotDefined,NotDefined
Rosso di Montalcino,l,NotDefined,NotDefined
Rosso Piceno,l,NotDefined,NotDefined
Röstzwiebel,g,NotDefined,NotDefined
Rotbarben (triglie),kg,NotDefined,NotDefined
Rotbarsch (scorfano),kg,NotDefined,NotDefined
Rotwein KÜCHE,l,NotDefined,NotDefined
Rotweinessig,ml,NotDefined,NotDefined
Rotweinessig,ml,NotDefined,NotDefined
Rübenkraut,kg,NotDefined,NotDefined
Rückenspeck,kg,NotDefined,NotDefined
Rucola,kg,NotDefined,NotDefined
Ruländer,l,NotDefined,NotDefined
Rum 40° KÜCHE,ml,NotDefined,NotDefined
Rum 70° KONDITOREI,l,NotDefined,NotDefined
Rumpunch,ml,NotDefined,NotDefined
Russischer Salat GEFROREN,kg,NotDefined,NotDefined
Safranfäden,g,NotDefined,NotDefined
Safranpulver,Stück,NotDefined,NotDefined
Sahne FRISCH,l,NotDefined,NotDefined
Sahne FRISCH,ml,NotDefined,NotDefined
Sahne FRISCH,ml,NotDefined,NotDefined
Sahne UHT,l,NotDefined,NotDefined
Saibling,kg,NotDefined,NotDefined
Saibling,Stück,NotDefined,NotDefined
Salami MAILAND,kg,NotDefined,NotDefined
Salami NAPOLI SCHARF,kg,NotDefined,NotDefined
Salbei FRISCH,kg,NotDefined,NotDefined
Salz,g,NotDefined,NotDefined
Salz FEIN,kg,NotDefined,NotDefined
Salz GROB,kg,NotDefined,NotDefined
Salz HAWAI ROT,g,NotDefined,NotDefined
Salz HAWAI SCHWARZ,g,NotDefined,NotDefined
Salz HIMALAYA,g,NotDefined,NotDefined
Salz MALDON,g,NotDefined,NotDefined
Salzgebäck,kg,NotDefined,NotDefined
Salzstangen,kg,NotDefined,NotDefined
Sambuca,ml,NotDefined,NotDefined
Samenöl,l,NotDefined,NotDefined
Samenöl,l,NotDefined,NotDefined
Samenöl,l,NotDefined,NotDefined
Samos Gru,l,NotDefined,NotDefined
Samos Nektar,l,NotDefined,NotDefined
San Marzano,kg,NotDefined,NotDefined
Sarde,kg,NotDefined,NotDefined
Sardellen FRISCH (Alici),kg,NotDefined,NotDefined
Sardellen im Glas,g,NotDefined,NotDefined
Sardinen (Sarde),kg,NotDefined,NotDefined
Sauerkraut,kg,NotDefined,NotDefined
Sauerkraut,kg,NotDefined,NotDefined
Sauerkraut,kg,NotDefined,NotDefined
Sauerrahm,g,NotDefined,NotDefined
Sauerteigbrot,kg,NotDefined,NotDefined
Sauternes,l,NotDefined,NotDefined
Sauvignon,l,NotDefined,NotDefined
Sauza,ml,NotDefined,NotDefined
Schalotten,g,NotDefined,NotDefined
Schaumwein,ml,NotDefined,NotDefined
Schinkenwurst,kg,NotDefined,NotDefined
Schlutzkrapfen GEFROREN,g,NotDefined,NotDefined
Schnittlauch,kg,NotDefined,NotDefined
Schnittlauch,g,NotDefined,NotDefined
Schnittlauch GEFRIERGETROCKNET,g,NotDefined,NotDefined
Schokoladehasen,Stück,NotDefined,NotDefined
Schokoladehasen,Stück,NotDefined,NotDefined
Schokoladeneier,g,NotDefined,NotDefined
Schokoladenikolaus,Stück,NotDefined,NotDefined
Schokoladetopping,ml,NotDefined,NotDefined
Schollenfilet FRISCH(Filetto platessa),kg,NotDefined,NotDefined
Schollenfilet GEFROREN,kg,NotDefined,NotDefined
Schulterschinken,kg,NotDefined,NotDefined
Schüttelbrot,kg,NotDefined,NotDefined
Schwarten,kg,NotDefined,NotDefined
Schwarzbeeren FRISCH,g,NotDefined,NotDefined
Schwarzbeeren GEFROREN,kg,NotDefined,NotDefined
Schwarzbeeren GEFROREN,kg,NotDefined,NotDefined
Schwarzbeersirup,ml,NotDefined,NotDefined
Schwarzbeersirup,ml,NotDefined,NotDefined
Schwarzer Weggen,kg,NotDefined,NotDefined
Schwarztee,Stück,NotDefined,NotDefined
Schwarztee,Stück,NotDefined,NotDefined
Schwarztee,Stück,NotDefined,NotDefined
Schwarzwurzeln,kg,NotDefined,NotDefined
Schwarzwurzeln,kg,NotDefined,NotDefined
Schwarzwurzeln,kg,NotDefined,NotDefined
Schwein SAU,kg,NotDefined,NotDefined
Schweinefett,kg,NotDefined,NotDefined
Schweinehälfte,kg,NotDefined,NotDefined
Schweinsbauch mit Rippe,kg,NotDefined,NotDefined
Schweinsbauch ohne Rippe,kg,NotDefined,NotDefined
Schweinsblut,l,NotDefined,NotDefined
Schweinsbratengewürz,g,NotDefined,NotDefined
Schweinsfilet KURZ,kg,NotDefined,NotDefined
Schweinsfilet LANG,kg,NotDefined,NotDefined
Schweinsfilone,kg,NotDefined,NotDefined
Schweinsgirello,kg,NotDefined,NotDefined
Schweinshaxe,kg,NotDefined,NotDefined
Schweinshaxe,Stück,NotDefined,NotDefined
Schweinshaxe GEPÖKELT,kg,NotDefined,NotDefined
Schweinshaxe GEPÖKELT,Stück,NotDefined,NotDefined
Schweinshaxe GESELCHT,kg,NotDefined,NotDefined
Schweinshaxe GESELCHT,Stück,NotDefined,NotDefined
Schweinskaiserteil,kg,NotDefined,NotDefined
Schweinskarree GESELCHT AUSGELÖST,kg,NotDefined,NotDefined
Schweinskarree GESELCHT MIT KNOCHEN,kg,NotDefined,NotDefined
Schweinskarree KURZ,kg,NotDefined,NotDefined
Schweinskarree LANG,kg,NotDefined,NotDefined
Schweinskarree lang mit Schwarte,kg,NotDefined,NotDefined
Schweinsknochen,kg,NotDefined,NotDefined
Schweinskotlett,kg,NotDefined,NotDefined
Schweinskotlett,Stück,NotDefined,NotDefined
Schweinskurze ohne Filet,kg,NotDefined,NotDefined
Schweinslangeseite,kg,NotDefined,NotDefined
Schweinsleber,kg,NotDefined,NotDefined
Schweinsnetz,kg,NotDefined,NotDefined
Schweinsnierenstück AUSGELÖST,kg,NotDefined,NotDefined
Schweinsnierenstück GANZ,kg,NotDefined,NotDefined
Schweinsnuss,kg,NotDefined,NotDefined
Schweinsossobuchi,kg,NotDefined,NotDefined
Schweinsossobuchi,Stück,NotDefined,NotDefined
Schweinsrippen,kg,NotDefined,NotDefined
Schweinsschlegel AUSGELÖST,kg,NotDefined,NotDefined
Schweinsschlegel GANZ,kg,NotDefined,NotDefined
Schweinsschopf AUSGELÖST,kg,NotDefined,NotDefined
Schweinsschopf GEPÖKELT,kg,NotDefined,NotDefined
Schweinsschopf mit Knochen,kg,NotDefined,NotDefined
Schweinsschulter AUSGELÖST,kg,NotDefined,NotDefined
Schweinsschulter ganz,kg,NotDefined,NotDefined
Schweinsschulter ganz mit Schwarte,kg,NotDefined,NotDefined
Schweinsschulter mit Schwarte GEPÖKELT,kg,NotDefined,NotDefined
Schweinswangen,kg,NotDefined,NotDefined
Schweinszunge,kg,NotDefined,NotDefined
Schwertfisch (Pesce spada),kg,NotDefined,NotDefined
Schwertfischfilet (Filetto di pesce spada),kg,NotDefined,NotDefined
Schwertmuscheln (Cappe lunghe),kg,NotDefined,NotDefined
Schwertmuscheln (Cappe lunghe),Stück,NotDefined,NotDefined
Sedanini,kg,NotDefined,NotDefined
Seefellchen (Lavarello),kg,NotDefined,NotDefined
Seehecht (Nasello),kg,NotDefined,NotDefined
Seesaibling (Salmerino),kg,NotDefined,NotDefined
Seeteufel (coda di rospo),kg,NotDefined,NotDefined
Seeteufelschwänze,kg,NotDefined,NotDefined
Seezunge (Sogliola),kg,NotDefined,NotDefined
Seezunge (Sogliola),Stück,NotDefined,NotDefined
Sekt,ml,NotDefined,NotDefined
Sekt,ml,NotDefined,NotDefined
Sekt ROSÈ,ml,NotDefined,NotDefined
Sellerieknolle,kg,NotDefined,NotDefined
Sellerieknolle,Stück,NotDefined,NotDefined
Selleriesalat,kg,NotDefined,NotDefined
Selleriesalat,kg,NotDefined,NotDefined
Semmel,kg,NotDefined,NotDefined
Semmel,Stück,NotDefined,NotDefined
Senf,kg,NotDefined,NotDefined
Senf,g,NotDefined,NotDefined
Senf,kg,NotDefined,NotDefined
Senf,Stück,NotDefined,NotDefined
Senf SÜß,kg,NotDefined,NotDefined
Senf SÜß,g,NotDefined,NotDefined
Senfkörner,g,NotDefined,NotDefined
Senfpulver (Englischsenf),g,NotDefined,NotDefined
Senfsprossen,g,NotDefined,NotDefined
Senfsprossen,kg,NotDefined,NotDefined
Servelade,kg,NotDefined,NotDefined
Sesam,g,NotDefined,NotDefined
Sesam SCHWARZ,g,NotDefined,NotDefined
Sesamöl,ml,NotDefined,NotDefined
Sesamöl,ml,NotDefined,NotDefined
Sevruga,g,NotDefined,NotDefined
Sherry dry fino,ml,NotDefined,NotDefined
Sherryessig,ml,NotDefined,NotDefined
Shitakepilze FRISCH,kg,NotDefined,NotDefined
Shitakepilze GETROCKNET,g,NotDefined,NotDefined
Siam Patna,kg,NotDefined,NotDefined
Snickers,Stück,NotDefined,NotDefined
Soave classico,l,NotDefined,NotDefined
Sojaflocken,kg,NotDefined,NotDefined
Sojagranulat,kg,NotDefined,NotDefined
Sojamilch,l,NotDefined,NotDefined
Sojasauce,ml,NotDefined,NotDefined
Sojasauce,ml,NotDefined,NotDefined
Sojasauce,l,NotDefined,NotDefined
Sojasauce HELL,ml,NotDefined,NotDefined
Sojasauce HELL,ml,NotDefined,NotDefined
Sojasauce HELL,l,NotDefined,NotDefined
Sojaschrot,kg,NotDefined,NotDefined
Sojasprossen,g,NotDefined,NotDefined
Sojasprossen,kg,NotDefined,NotDefined
Solaia,l,NotDefined,NotDefined
Sonnenblumenkerne,g,NotDefined,NotDefined
Sonnenblumenöl,l,NotDefined,NotDefined
Sonnenblumenöl,l,NotDefined,NotDefined
Sonnenblumenöl,l,NotDefined,NotDefined
Sonnenblumenöl,l,NotDefined,NotDefined
Sorpressa,kg,NotDefined,NotDefined
Southern Comfort,ml,NotDefined,NotDefined
Spaghetti,kg,NotDefined,NotDefined
Spaghetti,kg,NotDefined,NotDefined
Spaghetti,g,NotDefined,NotDefined
Spanferkel,kg,NotDefined,NotDefined
Spanferkel,Stück,NotDefined,NotDefined
Spanferkelbrust,kg,NotDefined,NotDefined
Spanferkelkarree,kg,NotDefined,NotDefined
Spanferkelkeule,kg,NotDefined,NotDefined
Spargel Grün FRISCH,kg,NotDefined,NotDefined
Spargel Grün GEFROREN,kg,NotDefined,NotDefined
Spargel Mini Grün,kg,NotDefined,NotDefined
Spargel weiß FRISCH,kg,NotDefined,NotDefined
Spargel Weiß GEKOCHT,kg,NotDefined,NotDefined
Spargel Weiß GEKOCHT,kg,NotDefined,NotDefined
Speck,kg,NotDefined,NotDefined
Speisenatron,kg,NotDefined,NotDefined
Spinat FRISCH,kg,NotDefined,NotDefined
Spinat passiert GEFROREN,kg,NotDefined,NotDefined
Spinatblätter GEFROREN,kg,NotDefined,NotDefined
Spinatblätter GEFROREN,kg,NotDefined,NotDefined
Sprossensortiment,kg,NotDefined,NotDefined
St. Petersfisch (San pietro),kg,NotDefined,NotDefined
Stangensellerie GEBLEICHT,kg,NotDefined,NotDefined
Stangensellerie GRÜN,kg,NotDefined,NotDefined
Staubzucker,kg,NotDefined,NotDefined
Steinbutt (Rombo),kg,NotDefined,NotDefined
Steinbutt (Rombo),Stück,NotDefined,NotDefined
Steinbuttfilet (Filetto di rombo),kg,NotDefined,NotDefined
Steinpilze FRISCH,kg,NotDefined,NotDefined
Steinpilze GEFROREN,kg,NotDefined,NotDefined
Steinpilze GEFROREN,kg,NotDefined,NotDefined
Steinpilze GETROCKNET,g,NotDefined,NotDefined
Steinpilze GETROCKNET,g,NotDefined,NotDefined
Sternanis,g,NotDefined,NotDefined
Sternanis,kg,NotDefined,NotDefined
Sternfrucht (Karambole),Stück,NotDefined,NotDefined
Stock 84,ml,NotDefined,NotDefined
Stockfisch EINGEWEICHT (Baccala),kg,NotDefined,NotDefined
Stockfisch GETROCKNET (Baccala),kg,NotDefined,NotDefined
Stollengewürz,kg,NotDefined,NotDefined
Stör (Storione),kg,NotDefined,NotDefined
Stravecchio,ml,NotDefined,NotDefined
Stubenküken,kg,NotDefined,NotDefined
Sultaninen,g,NotDefined,NotDefined
Sultaninen,kg,NotDefined,NotDefined
Suppennudeln,g,NotDefined,NotDefined
Surimi,kg,NotDefined,NotDefined
Süßkartoffel,kg,NotDefined,NotDefined
Süßwasserkrebse,Stück,NotDefined,NotDefined
Süßwasserkrebse,kg,NotDefined,NotDefined
Sylvaner,ml,NotDefined,NotDefined
Tabasco,ml,NotDefined,NotDefined
Tagliatelle,kg,NotDefined,NotDefined
Taleggio,kg,NotDefined,NotDefined
Tamarillo,kg,NotDefined,NotDefined
Tamarillo,Stück,NotDefined,NotDefined
Tamarisauce,ml,NotDefined,NotDefined
Tanqueray,ml,NotDefined,NotDefined
Tartuffo Braun,Stück,NotDefined,NotDefined
Tartuffo Weiß,Stück,NotDefined,NotDefined
Taschenkrebs (Granchi pori),kg,NotDefined,NotDefined
Taube,kg,NotDefined,NotDefined
T-Bone Steak,Stück,NotDefined,NotDefined
Tempuramehl,g,NotDefined,NotDefined
Tequila,ml,NotDefined,NotDefined
Teroldego Rotaliano,l,NotDefined,NotDefined
Teroldego Rotaliano,l,NotDefined,NotDefined
Thunfisch frisch (Tonno fresco),kg,NotDefined,NotDefined
Thunfisch in Öl,g,NotDefined,NotDefined
Thunfisch in Öl,g,NotDefined,NotDefined
Thunfisch in Öl,kg,NotDefined,NotDefined
Thymian FRISCH,Stück,NotDefined,NotDefined
Thymian GETROCKNET,g,NotDefined,NotDefined
Tia Maria,ml,NotDefined,NotDefined
Tignanello,l,NotDefined,NotDefined
Tilsiter,kg,NotDefined,NotDefined
Tintenfisch (Seppie),kg,NotDefined,NotDefined
Tintenfischtinte (nero di Seppia),g,NotDefined,NotDefined
Toastbrot,Stück,NotDefined,NotDefined
Toastbrot,kg,NotDefined,NotDefined
Toastschinken,kg,NotDefined,NotDefined
Tocai,l,NotDefined,NotDefined
TODO,kg,NotDefined,NotDefined
Tofu,kg,NotDefined,NotDefined
Tomaten GETROCKNET,kg,NotDefined,NotDefined
Tomaten Pelati,kg,NotDefined,NotDefined
Tomaten Pelati,kg,NotDefined,NotDefined
Tomaten Polpa,kg,NotDefined,NotDefined
Tomaten Polpa,kg,NotDefined,NotDefined
Tomatenmark,kg,NotDefined,NotDefined
Tomatenmark,g,NotDefined,NotDefined
Tomatenmark,g,NotDefined,NotDefined
Tonicwater,ml,NotDefined,NotDefined
Tonkabohne,kg,NotDefined,NotDefined
Topfen,g,NotDefined,NotDefined
Topfen,kg,NotDefined,NotDefined
Topfen,kg,NotDefined,NotDefined
Topinambur,kg,NotDefined,NotDefined
Tortellini GEFROREN,kg,NotDefined,NotDefined
Tramezzinobrot,g,NotDefined,NotDefined
Trauben Blau,kg,NotDefined,NotDefined
Trauben Weiß,kg,NotDefined,NotDefined
Traubenkernöl,ml,NotDefined,NotDefined
Traubenmost (Sußer),l,NotDefined,NotDefined
Traubensaft,l,NotDefined,NotDefined
Traubensaft,l,NotDefined,NotDefined
Traubensaft,l,NotDefined,NotDefined
Traubenzucker,kg,NotDefined,NotDefined
Trenette,kg,NotDefined,NotDefined
Triple Sec Curacao,ml,NotDefined,NotDefined
Trockenfrüchte,kg,NotDefined,NotDefined
Tropicalsaft,l,NotDefined,NotDefined
Tropicalsaft,l,NotDefined,NotDefined
Tropicalsaft,ml,NotDefined,NotDefined
Trüffel Schwarz FRISCH,g,NotDefined,NotDefined
Trüffel Schwarz in LAKE,g,NotDefined,NotDefined
Trüffel Weiss ?????,g,NotDefined,NotDefined
Trüffelöl,ml,NotDefined,NotDefined
Trüffelpaste,g,NotDefined,NotDefined
Truthahn,kg,NotDefined,NotDefined
Truthahnbrust,kg,NotDefined,NotDefined
Truthahnkeule,kg,NotDefined,NotDefined
Truthahnschinken,kg,NotDefined,NotDefined
Twix,Stück,NotDefined,NotDefined
Vakuumbeutel Fleisch,Stück,NotDefined,NotDefined
Vakuumbeutel Fleisch,Stück,NotDefined,NotDefined
Vakuumbeutel Fleisch,Stück,NotDefined,NotDefined
Vakuumbeutel Fleisch,Stück,NotDefined,NotDefined
Vakuumbeutel Fleisch,Stück,NotDefined,NotDefined
Vakuumbeutel Fleisch,Stück,NotDefined,NotDefined
Vakuumbeutel Speck,Stück,NotDefined,NotDefined
Vakuumbeutel Speck,Stück,NotDefined,NotDefined
Val di Cornia rosso Montepeloso,l,NotDefined,NotDefined
Vanilleeis,kg,NotDefined,NotDefined
Vanilleschote,Stück,NotDefined,NotDefined
Vanillezucker,g,NotDefined,NotDefined
Vecchia Romagna Ettichetta Bianca,ml,NotDefined,NotDefined
Vecchia Romagna Ettichetta d´oro,ml,NotDefined,NotDefined
Vecchia Romagna Ettichetta Nera,ml,NotDefined,NotDefined
Veltliner,l,NotDefined,NotDefined
Venere,kg,NotDefined,NotDefined
Venusmuschel (Vongole Veraci),kg,NotDefined,NotDefined
Venusmuscheln (Vongole),kg,NotDefined,NotDefined
Verdicchio,ml,NotDefined,NotDefined
Vernaccia di Sangiminiano,l,NotDefined,NotDefined
Vernatsch,l,NotDefined,NotDefined
Vialone nano,kg,NotDefined,NotDefined
Villamagna Rosso Piceno,l,NotDefined,NotDefined
Vin Santo,l,NotDefined,NotDefined
Vinschger Paarlen,kg,NotDefined,NotDefined
Vinschger Paarlen,Stück,NotDefined,NotDefined
Vintage Tunina,l,NotDefined,NotDefined
Vodka ABSOLUT,ml,NotDefined,NotDefined
Vodka MELONE,ml,NotDefined,NotDefined
Vodka MOSKOVSKAYA,ml,NotDefined,NotDefined
Vodka SMIRNOFF,ml,NotDefined,NotDefined
Vodka ZITRONE,ml,NotDefined,NotDefined
Vogelesalat,kg,NotDefined,NotDefined
Vollkornreis,kg,NotDefined,NotDefined
Wacholderbeeren,g,NotDefined,NotDefined
Wachteleier,Stück,NotDefined,NotDefined
Wachteln FRISCH,Stück,NotDefined,NotDefined
Wachteln FRISCH,Stück,NotDefined,NotDefined
Wachteln GEFROREN,Stück,NotDefined,NotDefined
Walderdbeeren FRISCH,g,NotDefined,NotDefined
Walderdbeeren GEFROREN,kg,NotDefined,NotDefined
Waldfrüchte GEFROREN,kg,NotDefined,NotDefined
Waldfrüchte GEFROREN,kg,NotDefined,NotDefined
Waldhonig,g,NotDefined,NotDefined
Waldhonig,kg,NotDefined,NotDefined
Waller,kg,NotDefined,NotDefined
Walnüsse geschält,kg,NotDefined,NotDefined
Walnüsse mit Schale,kg,NotDefined,NotDefined
Walnussöl,ml,NotDefined,NotDefined
Wan Tan Teig,kg,NotDefined,NotDefined
Wasabipaste,g,NotDefined,NotDefined
Wassermelonen,kg,NotDefined,NotDefined
Wassermelonen,Stück,NotDefined,NotDefined
Weggenbrot Weiß,kg,NotDefined,NotDefined
Weißburgunder,l,NotDefined,NotDefined
Weißfisch (Acquadella),kg,NotDefined,NotDefined
Weißkohl ALT,kg,NotDefined,NotDefined
Weißkohl NEU,kg,NotDefined,NotDefined
Weißspeck,kg,NotDefined,NotDefined
Weißwein KÜCHE,l,NotDefined,NotDefined
Weißweinessig,ml,NotDefined,NotDefined
Weißweinessig,ml,NotDefined,NotDefined
Weißweinessig,l,NotDefined,NotDefined
Weizen,kg,NotDefined,NotDefined
Weizenkeime,kg,NotDefined,NotDefined
Weizenkeimöl,ml,NotDefined,NotDefined
Weizenkleie,kg,NotDefined,NotDefined
Weizenmehl 0 ROT,kg,NotDefined,NotDefined
Weizenmehl 0 ROT,kg,NotDefined,NotDefined
Weizenmehl 00 BLAU,kg,NotDefined,NotDefined
Weizenmehl 00 BLAU,kg,NotDefined,NotDefined
Weizenmehl 00 BLAU,kg,NotDefined,NotDefined
Weizenstärke,g,NotDefined,NotDefined
Weizenvollkornmehl,kg,NotDefined,NotDefined
Wels (WALLER),kg,NotDefined,NotDefined
Whisky BALLANTINES,ml,NotDefined,NotDefined
Whisky BLACK & WHITE,ml,NotDefined,NotDefined
Whisky CANADIAN CLUB,ml,NotDefined,NotDefined
Whisky CHIVAS REGAL,ml,NotDefined,NotDefined
Whisky FOUR ROSES,ml,NotDefined,NotDefined
Whisky FUNDADOR,ml,NotDefined,NotDefined
Whisky GLEN FIDDICH,ml,NotDefined,NotDefined
Whisky GLEN GRANT,ml,NotDefined,NotDefined
Whisky J&B,ml,NotDefined,NotDefined
Whisky JOHN JAMESON,ml,NotDefined,NotDefined
Whisky JONNY WALKER,ml,NotDefined,NotDefined
Whisky TALISKER,ml,NotDefined,NotDefined
Whisky TULLAMORE DEW,ml,NotDefined,NotDefined
Whisky VAT 69,ml,NotDefined,NotDefined
Whisky W. LAWSONS,ml,NotDefined,NotDefined
Wildhasenrücken,kg,NotDefined,NotDefined
Wildlachs,kg,NotDefined,NotDefined
Wildreis,g,NotDefined,NotDefined
Wildreis,kg,NotDefined,NotDefined
Wildschweinschlegel,kg,NotDefined,NotDefined
Williams,kg,NotDefined,NotDefined
Williamsschnaps,ml,NotDefined,NotDefined
Wirsing,kg,NotDefined,NotDefined
Wolfsbarsch (Branzino),kg,NotDefined,NotDefined
Wolfsbarsch (Branzino),Stück,NotDefined,NotDefined
Wolfsbarschfilet,kg,NotDefined,NotDefined
Worchestershiresauce,ml,NotDefined,NotDefined
Würfelzucker,kg,NotDefined,NotDefined
Wurstfleisch,kg,NotDefined,NotDefined
Wurstspeck FRISCH,kg,NotDefined,NotDefined
Würzblütenmix,g,NotDefined,NotDefined
Zahnbrasse (Dentice),kg,NotDefined,NotDefined
Zahnbrasse (Dentice),Stück,NotDefined,NotDefined
Zampone,kg,NotDefined,NotDefined
Zander (Luccioperca),kg,NotDefined,NotDefined
Zanderfilet (Filetto di luccioperca),kg,NotDefined,NotDefined
Ziegenfrischkäse,Stück,NotDefined,NotDefined
Ziegenfrischkäse,Stück,NotDefined,NotDefined
Ziegenfrischkäse,g,NotDefined,NotDefined
Ziegenmilch,ml,NotDefined,NotDefined
Ziehteig (TK),kg,NotDefined,NotDefined
Zierkürbis,Stück,NotDefined,NotDefined
Zierpetersilie,kg,NotDefined,NotDefined
Zigeunerkraut (Brotklee),g,NotDefined,NotDefined
Zimt GEMAHLEN,g,NotDefined,NotDefined
Zimtstangen,g,NotDefined,NotDefined
Zitronat GESCHNITTEN,g,NotDefined,NotDefined
Zitronen,kg,NotDefined,NotDefined
Zitronen,Stück,NotDefined,NotDefined
Zitronen UNBEHANDELT,kg,NotDefined,NotDefined
Zitronen UNBEHANDELT,Stück,NotDefined,NotDefined
Zitronengras,g,NotDefined,NotDefined
Zitronenlikör,ml,NotDefined,NotDefined
Zitronenmelisse,Stück,NotDefined,NotDefined
Zitronensaft,l,NotDefined,NotDefined
Zucchini,kg,NotDefined,NotDefined
Zucchini GELB,kg,NotDefined,NotDefined
Zucchiniblüten,Stück,NotDefined,NotDefined
Zucker,g,NotDefined,NotDefined
Zucker,kg,NotDefined,NotDefined
Zucker,kg,NotDefined,NotDefined
Zucker,kg,NotDefined,NotDefined
Zucker BRAUN,kg,NotDefined,NotDefined
Zwetschgen,kg,NotDefined,NotDefined
Zwiebel BRAUN,kg,NotDefined,NotDefined
Zwiebel ROT,kg,NotDefined,NotDefined
Zwiebel WEIß,kg,NotDefined,NotDefined

